regionID,constellationID,constellationName,x,y,z,xMin,xMax,yMin,yMax,zMin,zMax,factionID,radius
10000042,20000303,提亚特,-132920656552566000,29967198077529600,43691431012023200,-136570989859788000,-129270323245344000,23807510422452100,36126885732607100,-52133437861503600,-35249424162542900,500002,8442010000000000
10000042,20000304,奥铎丹,-107477458276632000,-6953093208971080,40366814855894400,-118634622285770000,-96320294267497400,-14079969712765300,173783294823165,-51984016993350000,-28749612718439000,500002,11617200000000000
10000042,20000305,安妮,-131138457456691000,50316946491283900,53833755454735100,-138043150126235000,-124233764787147000,41287415259813500,59346477722754200,-58178588099500600,-49488922809969600,500002,9029530000000000
10000042,20000306,弗里波迪,-137997971841352000,2446066402287080,44119683042885000,-145792318441953000,-130203625240752000,-7661567095086920,12553699899661100,-48091073869736700,-40148292216033200,500002,10107600000000000
10000042,20000307,尤杰迪,-136906049263514000,33443450510316400,27558973454974300,-144326485048203000,-129485613478826000,28517367248859600,38369533771773200,-34429457790802600,-20688489119146000,500002,7420440000000000
10000042,20000308,艾欣,-132484006702055000,17807618774450600,21128897389502900,-134671986395386000,-130296027008724000,12010988760260600,23604248788640600,-27659683841133900,-14598110937871900,500002,6530790000000000
10000042,20000309,安杰尔斯,-132579557192476000,7009467730444350,29086042331473000,-139339658751804000,-125819455633148000,-416693118486476,14435628579375200,-36835317321303200,-21336767341642800,500002,7749270000000000
10000025,20000310,Q-IPAA,7415183583835910,-21296784308903900,-218319826979683000,-3178965432794340,18009332600466200,-36936146877333800,-5657421740473990,213260616846092000,223379037113273000,None,15639400000000000
10000025,20000311,K-ZKBM,4640909937925340,-677725331112202,-226595185107457000,-3824328052173930,13106147928024600,-11107408650047100,9751957987822700,218202316355716000,234988053859199000,None,10429700000000000
10000025,20000312,MY-QQI,-22895386897376800,1593947894416180,-204720037688867000,-35130596666269800,-10660177128483800,-14560177181975300,17748072970807700,195474159369468000,213965916008265000,None,16154100000000000
10000025,20000313,RTCU-5,-3514851215342740,2972619111071160,-201162488704518000,-9333385956921900,2303683526236420,-8288312032390200,14233550254532500,195891011994140000,206433965414895000,None,11260900000000000
10000025,20000314,C73-U5,-22574063612333600,-14277064345259700,-190663440836955000,-28771245473041300,-16376881751625900,-21411965057437500,-7142163633081790,173757066057367000,207569815616544000,None,16906400000000000
10000025,20000315,K-N3MD,24742313210962000,-16177001741374400,-220605630423609000,18963829619279700,30520796802644200,-20247200409504300,-12106803073244500,212466182348199000,228745078499020000,None,8139450000000000
10000025,20000316,4MY-AB,10996973893316300,17494681505352500,-217840161751996000,2120209047766990,19873738738865600,8050497958569260,26938865052135600,210383699577494000,225296623926497000,None,9444180000000000
10000025,20000317,Y46-EN,-8547993101932970,-23530339396911300,-165767307374257000,-16794464541509900,-301521662356072,-29824440118191500,-17236238675631000,155167154610563000,176367460137952000,None,10600200000000000
10000025,20000318,EL8Z-M,38867357996489200,-16432379908846000,-228389184556606000,35497702415706500,42237013577271800,-19114456628688300,-13750303189003700,219409483654372000,237368885458840000,None,8979700000000000
10000025,20000319,YENX-U,41365132824484000,-2098750639150450,-237974595231512000,25259150654501800,57471114994466000,-8882653982354810,4685152704053900,227043399892556000,248905790570468000,None,16106000000000000
10000025,20000320,WTE-CK,42882990951598200,-15859875497728700,-245446293398219000,39175620152012800,46590361751183500,-29681212004775100,-2038538990682290,242523727007832000,248368859788606000,None,13821300000000000
10000025,20000321,IJE6-J,66681215217108600,-5884271961153160,-245801054389059000,54490061816630600,78872368617586700,-17813654851733200,6045110929426850,232774251697100000,258827857081017000,None,13026800000000000
10000043,20000322,铎沃,-215258326880236000,36295414299807600,-66569981807256600,-225767946510462000,-204748707250008000,29487251886217400,43103576713397600,51319117855764400,81820845758748800,500003,15250900000000000
10000043,20000323,莫比忒,-235184054487804000,36649970152503100,-48958033823536700,-247109547288479000,-223258561687128000,25744948520026700,47554991784979500,37980907964115900,59935159682957500,500003,11925500000000000
10000043,20000324,耶斯塔但,-165810212398963000,62546570511432400,-112660215311964000,-174556488485184000,-157063936312743000,58430608418048800,66662532604816000,104665461342214000,120654969281716000,500003,8746280000000000
10000043,20000325,玛扎克,-197486987686475000,77703197995805100,-101475257204268000,-205943588644739000,-189030386728212000,68766970748792000,86639425242818000,93692479216845200,109258035191691000,500003,8936230000000000
10000043,20000326,卡卡,-157797882965595000,70534899483633500,-99380080225837400,-164523098443556000,-151072667487632000,64715100057172000,76354698910094800,96252537875792400,102507622575882000,500003,6725220000000000
10000043,20000327,索沙里尔,-175072474375732000,63115719092983200,-79042326073099300,-186271796691336000,-163873152060128000,53317038028563100,72914400157403200,64661535853482400,93423116292716300,500003,14380800000000000
10000043,20000328,艾米,-254049920576990000,12999421783769300,-66246113978999600,-257148204819641000,-250951636334336000,4657382136468880,21341461431069700,60264789747031600,72227438210967500,500003,8342040000000000
10000043,20000329,玛拉塔,-235944831494937000,26304913496281600,-70333595561912800,-244747549170399000,-227142113819478000,10242258052169100,42367568940394000,60669750058295600,79997441065530000,500003,16062700000000000
10000043,20000330,纳夏,-184105026734876000,87215757368639200,-104751745907123000,-186527152213559000,-181682901256193000,76292223526588400,98139291210690000,98651945467691300,110851546346554000,500003,10923500000000000
10000043,20000331,克希娜,-178313127966223000,58511112066139900,-100723234823400000,-182721141055622000,-173905114876824000,47134872735151600,69887351397128000,89413894813718700,112032574833084000,500003,11376200000000000
10000043,20000332,埃维布,-186443806701776000,61340586805720800,-102216641610927000,-191228445276680000,-181659168126870000,55148329241878800,67532844369562800,98396170606204100,106037112615650000,500003,6192260000000000
10000043,20000333,列娜,-163165410430791000,44324726962894800,-113517694152968000,-168297166251534000,-158033654610047000,39320291177421100,49329162748368400,98674942913778000,128360445392156000,500003,14842800000000000
10000043,20000334,诺高,-193128405128799000,49845172445073200,-74268307080374700,-198289764828091000,-187967045429508000,42003748664001800,57686596226144800,63909072062889200,84627542097860100,500003,10359200000000000
10000027,20000335,4M6-GJ,138553257910687000,67606250688603600,34075783771346700,128418314206483000,148688201614891000,52449034035907900,82763467341299500,-39568412268385500,-28583155274307800,None,15157200000000000
10000027,20000336,D-GU3R,154853069525332000,46845582560592600,79958405732611200,143871259205280000,165834879845384000,40823246767790600,52867918353394400,-89758473953822300,-70158337511400300,None,10981800000000000
10000027,20000337,N-APJ8,126277510176726000,48200459904169200,19750658305932200,117558686096655000,134996334256796000,44026203535675500,52374716272663100,-31864282457587800,-7637034154276580,None,12113600000000000
10000027,20000338,PGPJ-8,169160953573359000,78563570743692400,34836269264013500,152918878349796000,185403028796920000,69837310059384800,87289831428000000,-41286566492664000,-28385972035362900,None,16242100000000000
10000027,20000339,8G-JN6,115789909534562000,70854348542138300,36711405336956000,108577690392576000,123002128676547000,57394421155805100,84314275928471600,-44084475100044300,-29338335573867800,None,13459900000000000
10000027,20000340,M9-AN3,131773292913975000,55635765176159600,49859951588209800,123437417513824000,140109168314126000,48126688457363100,63144841894956300,-54190020917204800,-45529882259214800,None,8335880000000000
10000027,20000341,6TT8-Z,129363471731244000,83669487773050500,24398083060452800,122558224993116000,136168718469374000,69313690079691500,98025285466409700,-33992936684788900,-14803229436116800,None,14355800000000000
10000027,20000342,RDD-E6,182894556220222000,64815524478238800,26666188273686800,173497296437878000,192291816002567000,57871709163288800,71759339793188800,-29120803346886400,-24211573200487200,None,9397260000000000
10000027,20000343,ICH-B6,161557141477657000,44166735732024400,49490057600762400,155613772963896000,167500509991419000,39103313742031200,49230157722017500,-63715020993768800,-35265094207756200,None,14225000000000000
10000027,20000344,SLYP-5,188808512133040000,49041463587278300,31604402485798600,183554051767364000,194062972498716000,40313221459334600,57769705715221900,-38475879073987200,-24732925897609900,None,8728240000000000
10000027,20000345,8AO-5V,97289740362062500,56178970290884200,51978961012971900,89633488791995600,104945991932130000,45353669696153400,67004270885615100,-57941896851696000,-46016025174247800,None,10825300000000000
10000027,20000346,J-78ZG,94960285175346700,80309723872056000,13191865672104100,81188106997318000,108732463353375000,66223027926292400,94396419817819600,-28093168416110100,1709437071901810,None,14901300000000000
10000027,20000347,H7Q-DG,163967724092369000,29084806420449200,19871477433653400,160616769570060000,167318678614680000,19569592620907700,38600020219990800,-30691473387999400,-9051481479307450,None,10820000000000000
10000027,20000348,1VN-XC,67955570592463600,56268513775656300,-4222009126211450,62494449553358000,73416691631568900,52664772413762200,59872255137550300,-3260936137162560,11704954389585500,None,7482950000000000
10000027,20000349,PG-RWX,162616127533768000,59803192769837200,35864344684799300,155077607292454000,170154647775083000,52690518402160300,66915867137514300,-38739426424664800,-32989262944933600,None,7538520000000000
10000028,20000350,费塔坎,-57124632275023100,19726220127020900,6614261455013100,-65102835219480800,-49146429330565200,14376240580168900,25076199673873000,-11403760307247300,-1824762602778850,500002,7978200000000000
10000028,20000351,塔达文,-48368751849162200,17990371492580700,-6743453975666090,-52650527276445100,-44086976421879200,8604628753271400,27376114231890000,1937807056973840,11549100894358300,500002,9385740000000000
10000028,20000352,贝萨特琉登,-38674401255517200,1165418882720680,7297437656327950,-44159220478956800,-33189582032077600,-12318285422234800,14649123187676200,-13765554273442900,-829321039213014,500002,13483700000000000
10000028,20000353,奥缪尔,-48304059576488800,4913819382980700,-183156755441142,-52835956142539600,-43772163010438200,-1283849867638100,11111488633599500,-3805254324385220,4171567835267510,500002,6197670000000000
10000028,20000354,尤多佛,-14319594969553300,-3718163041907470,4605796254604630,-22106407487896100,-6532782451210520,-8136592796488140,700266712673207,-12455882442149500,3244289932940290,500002,7850090000000000
10000028,20000355,厄佛拉德,-17870341416294700,-11025569331781400,-18049644802829000,-23559908997577000,-12180773835012400,-19085402799385100,-2965735864177700,9623391222479950,26475898383178000,500002,8426250000000000
10000029,20000356,N-K4Q0,-30216693094609200,78145270841042700,137261979990136000,-40488236553931500,-19945149635287000,69377928590979500,86912613091106000,-140514897413936000,-134009062566338000,500017,10271500000000000
10000029,20000357,UBPU-9,-42214695718038400,53887746016370000,119762953808631000,-54018691413304300,-30410700022772400,32512307338055900,75263184694684400,-131749618639476000,-107776288977786000,None,21375400000000000
10000029,20000358,IPS-QB,-23643244393661100,86296208153969900,122818090251175000,-28268893625125100,-19017595162197100,79028551729953500,93563864577986200,-128251240628014000,-117384939874336000,None,7267660000000000
10000029,20000359,8K-CHA,-5169761772346600,84123333308769900,128732311009860000,-12116407102002800,1776883557309550,77038620710282400,91208045907257400,-134750763316663000,-122713858703058000,None,7084710000000000
10000029,20000360,ZYL-FT,-45137480054461200,81187921493324700,130605834098060000,-46703461956475200,-43571498152447200,74947589532382400,87428253454267000,-138772447263291000,-122439220932828000,None,8166610000000000
10000029,20000361,NK-AOZ,3595571373776670,79386693368477200,116826906029791000,-2659055823602610,9850198571155940,74916359923407200,83857026813547100,-126464914351203000,-107188897708378000,None,9638010000000000
10000029,20000362,V1G-63,13469626990730100,84481943183283800,120954248749468000,6340139295123330,20599114686336800,78016237464627500,90947648901940000,-125800372019774000,-116108125479163000,None,7129490000000000
10000029,20000363,F-ZNNG,-33861228301261400,23541985779531900,95542637017339200,-43183590970093100,-24538865632429700,8788299517628600,38295672041435200,-105861586041296000,-85223687993381400,None,14753700000000000
10000029,20000364,KR-XF4,6766942490310030,96014382799206000,93831078189904400,-9259962967847280,22793847948467300,77983452244625200,114045313353787000,-108288743590522000,-79373412789286400,None,18030900000000000
10000029,20000365,RJ-1R7,-39282066105635500,56012466860468000,107072987194612000,-45727343218368000,-32836788992902800,50882700845392400,61142232875543800,-112485549486294000,-101660424902932000,None,6445280000000000
10000029,20000366,74IL-O,-7854893875081140,75708423408246300,98363848379471800,-12254995040000100,-3454792710162220,69841490892693100,81575355923799300,-105134238463724000,-91593458295219000,None,6770390000000000
10000030,20000367,厄尔特勒,-102443018585216000,41967542491658000,-3279331427389420,-119198464346739000,-85687572823692800,35890999178293400,48044085805022800,-7477632828428710,14036295683207500,500002,16755400000000000
10000030,20000368,胡威尔玛,-120644441659824000,59131074017490300,1341995667252950,-125234161059748000,-116054722259902000,50921509000082200,67340639034898400,-7849554081947560,5165562747441650,500002,8209560000000000
10000030,20000369,奥斯塔,-80837697570635500,22570363709092000,4992598993045760,-88283385669714400,-73392009471556400,10152173180544400,34988554237639700,-13056841542830500,3071643556738950,500002,12418200000000000
10000030,20000370,欧登索夫,-98723770185660000,45209023932724800,20290238695583300,-105003036781672000,-92444503589646800,39805997010544700,50612050854904800,-31360369122897300,-9220108268269280,500002,11070100000000000
10000030,20000371,维达杜尔,-72539695124338400,16479506049161400,21984842791583600,-77820790888255600,-67258599360421500,7348042895908150,25610969202414700,-29802812628742500,-14166872954424700,500002,9131460000000000
10000030,20000372,海德,-128269338426336000,38212719069805000,7556108809294750,-132246410564180000,-124292266288494000,32231073945882700,44194364193727200,-9689656017298050,-5422561601291450,500002,5981640000000000
10000030,20000373,斯维帕,-91821203639613900,29264501472440000,51576774226127800,-98293741480892100,-85348665798335600,10306854956545900,48222147988334000,-64110148903271000,-39043399548984700,500002,18957600000000000
10000030,20000374,阿吉玛穆尔,-63028264718080800,10862133326373400,31346710250820700,-70364277215800200,-55692252220361400,4401789500751280,17322477151995600,-38079835239106000,-24613585262535400,500002,7336010000000000
10000030,20000375,伊万纳特,-81174323978944000,6307765002680760,34457004516069200,-88994158312311800,-73354489645576000,-2039298402925390,14654828408286900,-42356753320179400,-26557255711959000,500002,8347060000000000
10000030,20000376,温特法,-57589232556864000,30322190607879900,44249137478057200,-63656659272072400,-51521805841655600,20956500370109800,39687880845650000,-48930833789034800,-39567441167079800,500002,9365690000000000
10000030,20000377,厄拉达,-93544614317811600,43935284872095800,44489321380401800,-98103457107960600,-88985771527662700,35821132512673300,52049437231518300,-50058036038603800,-38920606722199800,500002,8114150000000000
10000030,20000378,本努拉德,-62985541774889600,5117709236688720,41906750825712000,-73518848554141700,-52452234995637600,-7411607446242740,17647025919620200,-51462520838016200,-32350980813408000,500002,12529300000000000
10000031,20000379,5J-SSP,-44331469586518400,2544914793981760,-305300973053793000,-50497389523554400,-38165549649482700,-9050654503243920,14140484091207400,288488088852979000,322113857254606000,None,16812900000000000
10000031,20000380,ZYR-NF,-41398193492910800,5866006474844540,-342343988363227000,-52042036622635600,-30754350363185900,-19345116972117400,31077129921806500,329566324673422000,355121652053032000,None,25211100000000000
10000031,20000381,1A-WYQ,-42633342489110700,1570332719006960,-361118129511464000,-47525377887699500,-37741307090521900,-2873126800191220,6013792238205140,352666060361041000,369570198661884000,None,8452070000000000
10000031,20000382,05M-I1,-46272153163454400,23800826211707800,-360833155398027000,-51170366458996000,-41373939867912800,7341946447081410,40259705976334200,352496029337422000,369170281458633000,None,16458900000000000
10000031,20000383,EK-NQ2,-46204832663821500,-30528048481020700,-362894229796302000,-52993888861557400,-39415776466085600,-51067814648069000,-9988282313972460,352133631955521000,373654827637084000,None,20539800000000000
10000031,20000384,O6W-QE,-34808423667607200,-8553834518256710,-364596143821145000,-42420099293364300,-27196748041850200,-14798787227897100,-2308881808616270,358848650870081000,370343636772208000,None,7611680000000000
10000031,20000385,QZJ-FL,-30940181095956200,26847972606432100,-342591736922497000,-42281080980887500,-19599281211024900,19197344015506700,34498601197357400,338427448209036000,346756025635958000,None,11340900000000000
10000032,20000386,狄塞尔,-186618391602467000,65346420393098000,33016215606279800,-197199129695376000,-176037653509556000,54089725993386000,76603114792810000,-42625788865333900,-23406642347225700,500004,11256700000000000
10000032,20000387,盖伦特边境地区,-158513371335377000,49937160851048300,85257599295005900,-164079864231201000,-152946878439552000,41918769936245400,57955551765851100,-95549210343719800,-74965988246291900,500004,10291600000000000
10000032,20000388,素帕伊恩,-175124656361256000,40371326904553600,-5696121940857440,-178957770076060000,-171291542646452000,31282224212879900,49460429596227500,-3034251555551030,14426495437265900,500004,9089100000000000
10000032,20000389,柯廖特,-183794826055177000,52538627442623200,24695238703659800,-192736330303020000,-174853321807336000,49319333340331100,55757921544915200,-29518601785334200,-19871875621985500,500004,8941500000000000
10000032,20000390,菲惹勒,-165439877001788000,22178519753354600,18632016875927800,-170491472817560000,-160388281186019000,13825488156568400,30531551350140900,-23267452988481900,-13996580763373700,500004,8353030000000000
10000032,20000391,乔尼诺尔,-205049542686880000,47914794806775000,14728012990151100,-212593381915376000,-197505703458384000,38922848210851200,56906741402698800,-23436897305039100,-6019128675263220,500004,8991950000000000
10000032,20000392,阿根塔,-156869399692815000,46040764352027600,43599461457995600,-163162305849115000,-150576493536515000,35367300071952600,56714228632102800,-48164009468816800,-39034913447174200,500004,10673500000000000
10000032,20000393,罗伯勒,-164774665198974000,41639187182860400,61842250141152600,-177845888422113000,-151703441975835000,31699185269495600,51579189096225400,-72916765698007500,-50767734584297600,500004,13071200000000000
10000032,20000394,西斯,-158935579731284000,32163745622822900,10072584120996600,-163926121226380000,-153945038236187000,27275692100920400,37051799144725500,-17972072102605600,-2173096139387510,500004,7899490000000000
10000032,20000395,维勒奎特,-177121417364559000,51249510788816400,5614099163952060,-184590172799859000,-169652661929259000,45843245870290000,56655775707342800,-13305277048140600,2077078720236510,500004,7691180000000000
10000032,20000396,埃杰森,-173488424102576000,47880213348590800,41042663713493400,-180861761470388000,-166115086734763000,37487428568911600,58272998128269900,-50097751878062000,-31987575548924800,500004,10392800000000000
10000032,20000397,尼克苏斯,-161820817573140000,38010779267030600,29015273318334500,-166183387531945000,-157458247614336000,29158297063436800,46863261470624400,-33803009118013000,-24227537518656100,500004,8852480000000000
10000032,20000398,耶曼,-145206126335510000,14838041011608700,69791952731456000,-149038239521672000,-141374013149348000,-218191781118989,29894273804336400,-73540271639390000,-66043633823521900,500004,15056200000000000
10000032,20000399,纳迪惹,-218619639817449000,68561036562200700,3805695504213310,-227931942942655000,-209307336692244000,50095513202314400,87026559922087000,-12807465283082200,5196074274655590,500004,18465500000000000
10000032,20000400,安布列,-170443315017372000,42112193835997500,20374518064667800,-176132159330408000,-164754470704335000,37350622489160000,46873765182835000,-22613782210572800,-18135253918762700,500004,5688840000000000
10000033,20000401,伊姆鲁卡,-128697042373284000,98181981796231800,148876595282702000,-131635661363784000,-125758423382783000,90812924723298000,105551038869166000,-154582095455848000,-143171095109555000,500001,7369060000000000
10000033,20000402,纳伽赛肯,-136921432392243000,62969672072297000,134780080278726000,-147672414856688000,-126170449927799000,50369929906887600,75569414237706400,-142062685878748000,-127497474678704000,500001,12599700000000000
10000033,20000403,埃勒金,-136570680872996000,84565377439154800,137368418586887000,-146456772491531000,-126684589254460000,79189726540783200,89941028337526400,-142888195620892000,-131848641552883000,500001,9886090000000000
10000033,20000404,耶雅玛,-166140386868516000,47332294584113100,139737979525144000,-178002382881200000,-154278390855832000,42610467836791800,52054121331434400,-148658656591168000,-130817302459118000,500001,11862000000000000
10000033,20000405,加达里边境地区,-185101273756233000,53502829529812600,60766999976232400,-195799434190950000,-174403113321519000,47424090181061500,59581568878563600,-74241627541361400,-47292372411103400,500001,13474600000000000
10000033,20000406,坎塔伦,-166430510762918000,80315360014127200,92486327160576000,-174269057189912000,-158591964335921000,71049133481969200,89581586546285500,-102790220434624000,-82182433886527200,500001,10303900000000000
10000033,20000407,欧塔托,-121250166146240000,81283448467333400,125397320805503000,-128183116394536000,-114317215897946000,65067396005722600,97499500928944000,-129364181665120000,-121430459945887000,500001,16216100000000000
10000033,20000408,乌萨塞,-140597205612871000,96897160259356700,99193893606350800,-147344815277078000,-133849595948663000,85693254314887600,108101066203826000,-111623108464266000,-86764678748435600,500001,12429200000000000
10000033,20000409,舜,-135047089017544000,82079424879238800,82463060115168400,-138143247136544000,-131950930898544000,66032260761458000,98126588997019500,-89608813988855600,-75317306241481200,500001,16047200000000000
10000033,20000410,奥塔瓦萨,-174377026007038000,72556187331063500,102192739274770000,-179989609434377000,-168764442579697000,63892780257654700,81219594404472300,-108429825493698000,-95955653055841600,500001,8663410000000000
10000033,20000411,达森,-151873406787912000,73364093309144400,81593012132346800,-159005315109963000,-144741498465860000,66669972738760000,80058213879528800,-86954058231605400,-76231966033088400,500001,7131910000000000
10000033,20000412,伊索玛,-187991094902497000,70025042360959600,108191570919438000,-193688671771184000,-182293518033809000,62597638135819200,77452446586100100,-114603860012488000,-101779281826387000,500001,7427400000000000
10000033,20000413,萨藤帕,-142253698577736000,109857653636711000,127092289984218000,-148530235790256000,-135977161365216000,98706232479937200,121009074793484000,-134323066726434000,-119861513242003000,500001,11151400000000000
10000034,20000414,6-CBBM,143622892670418000,29238013566995200,113777338706396000,138736428230350000,148509357110486000,14734897029838500,43741130104151800,-125746019769515000,-101808657643276000,None,14503100000000000
10000034,20000415,78-6RI,135270596828688000,71898346430233100,98546797994194500,125888286122064000,144652907535312000,63147447632109100,80649245228357200,-101093897599548000,-95999698388839900,None,9382310000000000
10000034,20000416,2O-VY7,139683619918167000,65730016996807200,59920186697555400,134631700401704000,144735539434630000,53909929933899600,77550104059714800,-66558140991648200,-53282232403462400,None,11820100000000000
10000034,20000417,3NA-Z1,126241505857220000,32604157799200200,101639715430304000,122477726573859000,130005285140582000,15981804438195000,49226511160205500,-110660018669886000,-92619412190721700,None,16622400000000000
10000034,20000418,S4S-SD,138125943875667000,58240039883217200,97269269986401600,132002472839864000,144249414911470000,47012044945479800,69468034820954700,-102401632745576000,-92136907227226000,None,11228000000000000
10000034,20000419,U-HSM3,139392054085396000,76645988528127300,81466103159935800,132280207834898000,146503900335896000,68985413067648200,84306563988606500,-87683951271939200,-75248255047932400,None,7660580000000000
10000034,20000420,8UD2-J,110709276315876000,64638518410199200,86680759404146200,103222331121810000,118196221509943000,51733521738546700,77543515081851900,-92695143384685100,-80666375423607300,None,12905000000000000
10000034,20000421,XPG-HE,124322414572366000,81329596591170000,92905224983610700,119893750865010000,128751078279723000,76433345729639100,86225847452700800,-101772410548522000,-84038039418699600,None,8867190000000000
10000034,20000422,P-B2NE,113745141545878000,39449104614128400,87049270307742700,109786100994968000,117704182096787000,27979556009816100,50918653218440800,-92430731606427100,-81667809009058300,None,11469500000000000
10000034,20000423,2Q-8WA,157173170504376000,28290179526872200,130038972058830000,152381785717665000,161964555291084000,19268866382339300,37311492671405100,-136131551771112000,-123946392346547000,None,9021310000000000
10000035,20000424,29V-1R,-195416621612400000,127732689665378000,267755265645256000,-200576473161780000,-190256770063020000,118231563805036000,137233815525719000,-273407060969220000,-262103470321292000,None,9501130000000000
10000035,20000425,Z-D6K5,-218265879355096000,109737277036642000,274348323053296000,-231487468798950000,-205044289911243000,97311165673936000,122163388399348000,-279427683540601000,-269268962565992000,None,13221600000000000
10000035,20000426,VW7-YN,-246185529610763000,73693705072064800,282074861764240000,-255020492266256000,-237350566955268000,61683688882262800,85703721261867000,-285318472799883000,-278831250728596000,None,12010000000000000
10000035,20000427,UTQ-BO,-253460837236937000,81012862763698300,298629359429878000,-263724944781548000,-243196729692328000,71499765102741400,90525960424655200,-308236759665665000,-289021959194091000,None,10264100000000000
10000035,20000428,N-U2LX,-249259418609732000,51805965511940200,297781102373460000,-256622103289592000,-241896733929872000,42167068709164800,61444862314715500,-306544718504766000,-289017486242155000,None,9638900000000000
10000035,20000429,S-B1E4,-281357718108020000,71995633204428700,314885567120017000,-303671612073284000,-259043824142756000,62183716098562400,81807550310295000,-320391976796012000,-309379157444024000,None,22313900000000000
10000035,20000430,A21H-Z,-314375091494718000,93439933660430500,318644935984705000,-321650730177532000,-307099452811904000,86925843279021700,99954024041839300,-328410508036478000,-308879363932932000,None,9765570000000000
10000035,20000431,RFY-QB,-338333118952814000,85205480563710800,326834616487545000,-348275799298193000,-328390438607436000,69335020933728400,101075940193692000,-341692085061281000,-311977147913811000,None,15870500000000000
10000035,20000432,D-AWFI,-357288458792001000,107612978408276000,352811725566156000,-374111833831425000,-340465083752577000,92218365910888400,123007590905664000,-361252891897582000,-344370559234729000,None,16823400000000000
10000036,20000433,瑟莫,-141793322954928000,22056522365527300,-30322971680447200,-145822098884360000,-137764547025494000,14791787097258700,29321257633795900,20825449358794200,39820494002100200,500003,9497520000000000
10000036,20000434,日旯,-123525276439880000,58639904700767200,-71414937180996800,-126385651879428000,-120664901000332000,53472684468776600,63807124932758000,57803915852068800,85025958509925100,500003,13611000000000000
10000036,20000435,基萨娜,-118301817749884000,51464237619691900,-45753965741928200,-129758860808178000,-106844774691592000,44437819358182300,58490655881201500,35760043246701600,55747888237154800,500003,11457000000000000
10000036,20000436,羯亚,-153597428082823000,46220436909891800,-35909499059876100,-160749795745380000,-146445060420264000,38576070231097500,53864803588686000,29700197743603600,42118800376148600,500003,7644370000000000
10000036,20000437,凯波,-114113534740286000,94826622183441600,-96345248630249200,-126124263757558000,-102102805723015000,85581189871892300,104072054494991000,90866412347567000,101824084912931000,500003,12010700000000000
10000036,20000438,德拉丹,-138149603436575000,77296219745362000,-85517707328469100,-144049088467452000,-132250118405698000,71461710842649600,83130728648074400,73849648354153200,97185766302784900,500003,11668100000000000
10000036,20000439,爱毕迪,-125064096930510000,70103023135300800,-94018224875542300,-127516455296480000,-122611738564539000,64291826255636200,75914220014965600,86881137345961600,101155312405123000,500003,7137090000000000
10000036,20000440,恩咖,-169282385386756000,53565895109944200,-42153302063396000,-176484139440111000,-162080631333401000,47674963268136200,59456826951752300,35261974912335100,49044629214456800,500003,7201750000000000
10000037,20000441,奥斯宁斯,-200152852254996000,22112944287074500,14551586353517400,-207465245654296000,-192840458855694000,17537501574935700,26688386999213400,-20313805836282000,-8789366870752800,500004,7312390000000000
10000037,20000442,贾斯纳耶,-174060446956999000,16291193053907300,20525269139421100,-178722792969364000,-169398100944635000,5592235917868160,26990150189946400,-27241906095270700,-13808632183571600,500004,10699000000000000
10000037,20000443,舍特,-180912700151870000,26486338534472700,15114970911687100,-189577293369615000,-172248106934124000,11652287556509600,41320389512435800,-23789002480771000,-6440939342603260,500004,14834100000000000
10000037,20000444,欧迪里斯,-176711561083968000,30188340611771400,31215239124872700,-186074736679264000,-167348385488671000,26225638041780300,34151043181762400,-37433390705999400,-24997087543746000,500004,9363180000000000
10000037,20000445,嘎亚托,-193298134522344000,10542478878335500,22927081954447800,-199926438496497000,-186669830548191000,-1796437805044440,22881395561715500,-25612101865540300,-20242062043355300,500004,12338900000000000
10000037,20000446,厄拉兰,-215583579631561000,21413883350506500,24897986463908600,-230949758193542000,-200217401069580000,14796525309622500,28031241391390500,-31881949881647600,-17914023046169500,500004,15366200000000000
10000037,20000447,玛耳勒,-201707298649604000,-12533014553205200,9296668484968890,-209146060294428000,-194268537004779000,-17634270945954400,-7431758160455930,-16273325192424300,-2320011777513490,500004,7438760000000000
10000038,20000448,萨森,-144877496800078000,57858086119709000,-48618946556037600,-153250906740108000,-136504086860047000,32772030526736900,82944141712681100,32854011328645600,64383881783429800,500003,25086100000000000
10000038,20000449,瓦尔玛,-156323523007544000,37113200248594700,-50183035914021100,-169614627125289000,-143032418889796000,21677250098527300,52549150398662000,40140916995180000,60225154832862000,500003,15436000000000000
10000038,20000450,伊齐达,-143510053632556000,61073201263859200,-69011919225369600,-146828748461240000,-140191358803872000,48524601557769200,73621800969949200,61536781741293800,76487056709445500,500003,12548600000000000
10000038,20000451,坦多拉斯,-164507067913752000,1703819912406750,-32861581505385500,-172138519614463000,-156875616213040000,-9635779202162600,13043419026976100,21569993523333600,44153169487437400,500003,11339600000000000
10000038,20000452,欧瓦瑞冷,-174834407400640000,28272186960028600,-44468876753485900,-181349342645353000,-168319472155927000,18810769897768700,37733604022288400,40566660347180000,48371093159791800,500003,9461420000000000
10000039,20000453,KUSW-P,-114544692718192000,13276410804428900,-362533200787438000,-124028244422318000,-105061141014067000,5805580901262090,20747240707595700,349511834792004000,375554566782873000,None,13021400000000000
10000039,20000454,8T-OLH,-89563426034496800,4956110518142110,-391692079401217000,-99636392135776300,-79490459933217200,-11816541955057800,21728762991342100,369727929069995000,413656229732438000,None,21964200000000000
