stationID,security,dockingCostPerVolume,maxShipVolumeDockable,officeRentalCost,operationID,stationTypeID,corporationID,solarSystemID,constellationID,regionID,stationName,x,y,z,reprocessingEfficiency,reprocessingStationsTake,reprocessingHangarFlag
60004588,0.8945818659,0E-10,50000000.0000000000,10000,34,2498,1000049,30002510,20000367,10000030,伦斯 VI - 卫星 8 - 布鲁特部族 财政部,178699591680.0000000000,-18290565120.0000000000,505828270080.0000000000,0.5000000000,0.0500000000,4
60004591,0.7324477246,0E-10,50000000.0000000000,10000,33,2502,1000049,30002507,20000367,10000030,阿布德班 IX - 卫星 7 - 布鲁特部族 办公署,1661216317440.0000000000,-229965373440.0000000000,251948605440.0000000000,0.5000000000,0.0500000000,4
60004594,0.8945818659,0E-10,50000000.0000000000,10000,33,2502,1000049,30002510,20000367,10000030,伦斯 VII - 卫星 17 - 布鲁特部族 办公署,819197829120.0000000000,-83854417920.0000000000,-1152372940800.0000000000,0.5000000000,0.0500000000,4
60004597,0.4387612481,0E-10,50000000.0000000000,10000,33,2502,1000049,30002537,20000372,10000030,埃玛马克 VI - 卫星 6 - 布鲁特部族 办公署,-442494689280.0000000000,-58783948800.0000000000,1019237621760.0000000000,0.5000000000,0.0500000000,4
60004600,0.3854838206,0E-10,50000000.0000000000,10000,33,2502,1000049,30002542,20000372,10000030,奥加 X - 卫星 3 - 布鲁特部族 办公署,-3291516641280.0000000000,206647910400.0000000000,2447177687040.0000000000,0.5000000000,0.0500000000,4
60004603,0.4387612481,0E-10,50000000.0000000000,10000,33,2502,1000049,30002537,20000372,10000030,埃玛马克 II - 布鲁特部族 办公署,54995312640.0000000000,7304355840.0000000000,-163545047040.0000000000,0.5000000000,0.0500000000,4
60004606,0.5302433793,0E-10,50000000.0000000000,10000,33,2502,1000049,30002548,20000373,10000030,伊莫戈兰伦 VII - 卫星 9 - 布鲁特部族 办公署,774541762560.0000000000,97952194560.0000000000,-3039471575040.0000000000,0.5000000000,0.0500000000,4
60004609,0.9462634160,0E-10,50000000.0000000000,10000,32,2502,1000049,30002545,20000373,10000030,劳斯特威克 VII - 卫星 9 - 布鲁特部族 学院,1306574069760.0000000000,46312120320.0000000000,100985610240.0000000000,0.5000000000,0.0500000000,4
60004612,0.9462634160,0E-10,50000000.0000000000,10000,33,2502,1000049,30002545,20000373,10000030,劳斯特威克 VIII - 卫星 9 - 布鲁特部族 办公署,2554231726080.0000000000,90535895040.0000000000,-699277516800.0000000000,0.5000000000,0.0500000000,4
60004615,0.8389709131,0E-10,50000000.0000000000,10000,33,2502,1000049,30002526,20000370,10000030,法若恩 VI - 卫星 18 - 布鲁特部族 办公署,600605122560.0000000000,-90198466560.0000000000,205145825280.0000000000,0.5000000000,0.0500000000,4
60004618,0.9562109187,0E-10,50000000.0000000000,10000,33,2502,1000049,30002524,20000370,10000030,伊瓦尔 IX - 卫星 4 - 布鲁特部族 办公署,2385776271360.0000000000,334363238400.0000000000,-501537054720.0000000000,0.5000000000,0.0500000000,4
60004621,0.8176566852,0E-10,50000000.0000000000,10000,33,2502,1000049,30002528,20000370,10000030,宝吉尼亚 II - 布鲁特部族 办公署,1447649280.0000000000,34529280.0000000000,55288504320.0000000000,0.5000000000,0.0500000000,4
60004624,0.9133498396,0E-10,50000000.0000000000,10000,33,2502,1000050,30003377,20000492,10000042,伊琉因 III - 共和议会 办公署,217267200000.0000000000,27424235520.0000000000,6681108480.0000000000,0.5000000000,0.0500000000,4
60004627,0.9563870816,0E-10,50000000.0000000000,10000,33,2502,1000050,30003374,20000492,10000042,阿尔卢浮 II - 共和议会 办公署,55062896640.0000000000,5342453760.0000000000,70255779840.0000000000,0.5000000000,0.0500000000,4
60004630,0.7683135728,0E-10,50000000.0000000000,10000,32,2502,1000050,30003378,20000492,10000042,内德古夫 VIII - 卫星 5 - 共和议会 学院,-2490997923840.0000000000,242419998720.0000000000,386422579200.0000000000,0.5000000000,0.0500000000,4
60004633,0.9536733951,0E-10,50000000.0000000000,10000,33,2502,1000050,30003380,20000492,10000042,阿尔夫 II - 卫星 1 - 共和议会 办公署,-137285345280.0000000000,7106519040.0000000000,-12225945600.0000000000,0.5000000000,0.0500000000,4
60004636,0.8913017270,0E-10,50000000.0000000000,10000,33,2502,1000050,30003401,20000496,10000042,伊戈伯特 VI - 卫星 11 - 共和议会 办公署,-2641296875520.0000000000,-491985346560.0000000000,-1040803553280.0000000000,0.5000000000,0.0500000000,4
60004639,0.9071953566,0E-10,50000000.0000000000,10000,33,2502,1000050,30003403,20000496,10000042,梅蒙根 VI - 共和议会 办公署,342001213440.0000000000,-57526640640.0000000000,13963714560.0000000000,0.5000000000,0.0500000000,4
60004642,0.8811074970,0E-10,50000000.0000000000,10000,33,2502,1000050,30003404,20000496,10000042,艾格塔威尔 VIII - 卫星 2 - 共和议会 办公署,-708725760000.0000000000,132496711680.0000000000,-1456579338240.0000000000,0.5000000000,0.0500000000,4
60004645,0.7949829098,0E-10,50000000.0000000000,10000,33,2502,1000050,30003408,20000496,10000042,伊为图鲁尔 VI - 卫星 18 - 共和议会 办公署,1480497930240.0000000000,64481402880.0000000000,371254517760.0000000000,0.5000000000,0.0500000000,4
60004648,0.3041351272,0E-10,50000000.0000000000,10000,33,2502,1000050,30002413,20000354,10000028,尤勒迪克 IX - 卫星 16 - 共和议会 办公署,-1009523466240.0000000000,23479787520.0000000000,2391134822400.0000000000,0.5000000000,0.0500000000,4
60004651,-1.0000000000,0E-10,50000000.0000000000,10000,110,2502,1000294,30002411,20000788,10000070,斯卡尔克恩 III - 卫星 14 - 熔火裔演化枝 试炼复合体,437751275520.0000000000,-44579512320.0000000000,-188002590720.0000000000,0.5000000000,0.0500000000,4
60004654,0.0583488141,0E-10,50000000.0000000000,10000,34,2498,1000050,30002412,20000354,10000028,恩努尔 VIII - 卫星 7 - 共和议会 财政部,889380003840.0000000000,-36434042880.0000000000,-141245521920.0000000000,0.5000000000,0.0500000000,4
60004657,0.0583488141,0E-10,50000000.0000000000,10000,34,2498,1000050,30002412,20000354,10000028,恩努尔 VIII - 卫星 6 - 共和议会 财政部,888666808320.0000000000,-36405288960.0000000000,-141076439040.0000000000,0.5000000000,0.0500000000,4
60004660,0.5425794190,0E-10,50000000.0000000000,10000,33,2502,1000050,30003423,20000499,10000042,尼恩 IV - 共和议会 办公署,-271320637440.0000000000,-21757501440.0000000000,41533808640.0000000000,0.5000000000,0.0500000000,4
60004663,0.5910711011,0E-10,50000000.0000000000,10000,33,2502,1000050,30003422,20000499,10000042,威尔达伦 VII - 卫星 8 - 共和议会 办公署,-1333204131840.0000000000,11443200000.0000000000,196049264640.0000000000,0.5000000000,0.0500000000,4
60004666,0.5135617168,0E-10,50000000.0000000000,10000,33,2502,1000050,30003427,20000499,10000042,奥斯威斯特诺 IX - 共和议会 办公署,31690874880.0000000000,6133555200.0000000000,1898473267200.0000000000,0.5000000000,0.0500000000,4
60004669,0.5910711011,0E-10,50000000.0000000000,10000,33,2502,1000050,30003422,20000499,10000042,威尔达伦 VII - 卫星 17 - 共和议会 办公署,-1322428538880.0000000000,11349319680.0000000000,199426744320.0000000000,0.5000000000,0.0500000000,4
60004672,0.6555052799,0E-10,50000000.0000000000,10000,32,2502,1000050,30002563,20000376,10000030,伊格缪尔 VII - 卫星 15 - 共和议会 学院,-661844336640.0000000000,-118692372480.0000000000,-420898037760.0000000000,0.5000000000,0.0500000000,4
60004675,0.8786523857,0E-10,50000000.0000000000,10000,32,2502,1000050,30002564,20000376,10000030,加仑德 VIII - 卫星 13 - 共和议会 学院,535461519360.0000000000,-66954977280.0000000000,-481805721600.0000000000,0.5000000000,0.0500000000,4
60004678,0.7126651189,0E-10,50000000.0000000000,10000,33,2502,1000050,30002562,20000376,10000030,特瑞尔 IV - 卫星 2 - 共和议会 办公署,-79362170880.0000000000,-61808640.0000000000,-165395128320.0000000000,0.5000000000,0.0500000000,4
60004681,0.6555052799,0E-10,50000000.0000000000,10000,32,2502,1000050,30002563,20000376,10000030,伊格缪尔 VII - 卫星 16 - 共和议会 学院,-654190141440.0000000000,-117322506240.0000000000,-423159029760.0000000000,0.5000000000,0.0500000000,4
60004684,0.2117851606,0E-10,50000000.0000000000,10000,32,2502,1000050,30002077,20000306,10000042,哈吉萨基 X - 共和议会 学院,3088611287040.0000000000,613448785920.0000000000,-3333106606080.0000000000,0.5000000000,0.0500000000,4
60004687,-1.0000000000,0E-10,50000000.0000000000,10000,110,2502,1000293,30002079,20000787,10000070,克里拉德 VII - 卫星 11 - 雷电裔演化枝 试炼复合体,-862792212480.0000000000,119877918720.0000000000,-2253946920960.0000000000,0.5000000000,0.0500000000,4
60004690,0.2117851606,0E-10,50000000.0000000000,10000,33,2502,1000050,30002077,20000306,10000042,哈吉萨基 IX - 卫星 14 - 共和议会 办公署,1271296450560.0000000000,252502548480.0000000000,1812512563200.0000000000,0.5000000000,0.0500000000,4
60004693,0.2921492434,0E-10,50000000.0000000000,10000,33,2502,1000050,30002076,20000306,10000042,杜德瑞达 V - 卫星 8 - 共和议会 办公署,842999685120.0000000000,-68585349120.0000000000,174932828160.0000000000,0.5000000000,0.0500000000,4
60004696,0.5810701614,0E-10,50000000.0000000000,10000,34,2498,1000050,30003432,20000500,10000042,鲁美根 V - 卫星 1 - 共和议会 财政部,-59159938560.0000000000,-5954987520.0000000000,-671978319360.0000000000,0.5000000000,0.0500000000,4
60004699,0.5810701614,0E-10,50000000.0000000000,10000,32,2502,1000050,30003432,20000500,10000042,鲁美根 V - 共和议会 学院,-58908057600.0000000000,-5931048960.0000000000,-671927869440.0000000000,0.5000000000,0.0500000000,4
60004702,0.6713491738,0E-10,50000000.0000000000,10000,33,2502,1000050,30003430,20000500,10000042,欧泊德 VI - 卫星 16 - 共和议会 办公署,759347159040.0000000000,86027182080.0000000000,-32359096320.0000000000,0.5000000000,0.0500000000,4
60004705,0.6318068089,0E-10,50000000.0000000000,10000,33,2502,1000050,30003431,20000500,10000042,塔托卡德 IV - 卫星 2 - 共和议会 办公署,-216981135360.0000000000,14098636800.0000000000,1607154032640.0000000000,0.5000000000,0.0500000000,4
60004708,0.7184501841,0E-10,50000000.0000000000,10000,33,2502,1000050,30003457,20000504,10000042,瑞多尼尔 VI - 卫星 1 - 共和议会 办公署,-852220600320.0000000000,-120212398080.0000000000,-1461198643200.0000000000,0.5000000000,0.0500000000,4
60004711,0.6080078734,0E-10,50000000.0000000000,10000,33,2502,1000050,30003458,20000504,10000042,克拉维科 VII - 卫星 13 - 共和议会 办公署,829688340480.0000000000,123810078720.0000000000,1820739624960.0000000000,0.5000000000,0.0500000000,4
60004714,0.7619263285,0E-10,50000000.0000000000,10000,33,2502,1000050,30003453,20000504,10000042,欧尔杜因 V - 卫星 7 - 共和议会 办公署,-441664020480.0000000000,41233735680.0000000000,-57585868800.0000000000,0.5000000000,0.0500000000,4
60004717,0.7619263285,0E-10,50000000.0000000000,10000,33,2502,1000050,30003453,20000504,10000042,欧尔杜因 VIII - 卫星 1 - 共和议会 办公署,1628600524800.0000000000,-152054046720.0000000000,736232693760.0000000000,0.5000000000,0.0500000000,4
60004720,0.3532851440,0E-10,50000000.0000000000,10000,33,2502,1000050,30002088,20000307,10000042,维梅尼 VII - 卫星 19 - 共和议会 办公署,552640634880.0000000000,107562393600.0000000000,-637646315520.0000000000,0.5000000000,0.0500000000,4
60004723,0.3874342199,0E-10,50000000.0000000000,10000,120,2502,1000050,30002086,20000307,10000042,图尔鲁尔 I - 共和议会 办公署,-59119902720.0000000000,11286650880.0000000000,16426967040.0000000000,0.5000000000,0.0500000000,4
60004726,0.3859046221,0E-10,50000000.0000000000,10000,32,2502,1000050,30002089,20000307,10000042,埃文诺德 V - 卫星 1 - 共和议会 学院,146500116480.0000000000,-18622095360.0000000000,-141403545600.0000000000,0.5000000000,0.0500000000,4
60004729,0.3859046221,0E-10,50000000.0000000000,10000,32,2502,1000050,30002089,20000307,10000042,埃文诺德 VI - 卫星 9 - 共和议会 学院,190832762880.0000000000,-24256634880.0000000000,-385634181120.0000000000,0.5000000000,0.0500000000,4
60004732,0.8971066704,0E-10,50000000.0000000000,10000,33,2502,1000050,30002571,20000377,10000030,欧勒姆福 V - 卫星 4 - 共和议会 办公署,-298234798080.0000000000,-10127155200.0000000000,-361812418560.0000000000,0.5000000000,0.0500000000,4
60004735,0.9148675405,0E-10,50000000.0000000000,10000,33,2502,1000050,30002569,20000377,10000030,奥萨姆尼 VIII - 卫星 22 - 共和议会 办公署,2277081047040.0000000000,-127576842240.0000000000,-2141929267200.0000000000,0.5000000000,0.0500000000,4
60004738,0.9713626112,0E-10,50000000.0000000000,10000,32,2502,1000050,30002573,20000377,10000030,瓦拉特 VII - 卫星 9 - 共和议会 学院,1475257835520.0000000000,59404001280.0000000000,-572469534720.0000000000,0.5000000000,0.0500000000,4
60004741,0.8769288509,0E-10,50000000.0000000000,10000,33,2502,1000050,30002572,20000377,10000030,胡尔加芬 VI - 卫星 17 - 共和议会 办公署,-646420930560.0000000000,125616906240.0000000000,-842747043840.0000000000,0.5000000000,0.0500000000,4
60004744,1.0000000000,0E-10,50000000.0000000000,10000,13,2500,1000051,30002544,20000373,10000030,帕多尔 VII (库海姆) - 卫星 1 - 共和舰队 测试设施,-397486940160.0000000000,-59964825600.0000000000,-786676162560.0000000000,0.5000000000,0.0500000000,4
60004747,1.0000000000,0E-10,50000000.0000000000,10000,15,2501,1000051,30002544,20000373,10000030,帕多尔 V (瓦基尔) - 共和舰队 后勤支援部,220074762240.0000000000,33201315840.0000000000,-502487900160.0000000000,0.5000000000,0.0500000000,4
60004750,0.8088554804,0E-10,50000000.0000000000,10000,15,2501,1000051,30002546,20000373,10000030,伊森杜迪克 IX - 卫星 6 - 共和舰队 后勤支援部,-2805720637440.0000000000,-197054668800.0000000000,-1905417461760.0000000000,0.5000000000,0.0500000000,4
60004753,0.5302433793,0E-10,50000000.0000000000,10000,14,2498,1000051,30002548,20000373,10000030,伊莫戈兰伦 VI - 共和舰队 组装车间,-666718740480.0000000000,-84317184000.0000000000,-1359617433600.0000000000,0.5000000000,0.0500000000,4
60004756,0.9492318218,0E-10,50000000.0000000000,10000,14,2498,1000051,30002543,20000373,10000030,尤斯塔 III - 卫星 1 - 共和舰队 组装车间,-57371811840.0000000000,7771791360.0000000000,285334118400.0000000000,0.5000000000,0.0500000000,4
60004759,0.9462634160,0E-10,50000000.0000000000,10000,15,2501,1000051,30002545,20000373,10000030,劳斯特威克 VII - 卫星 7 - 共和舰队 后勤支援部,1306248499200.0000000000,46300631040.0000000000,99148308480.0000000000,0.5000000000,0.0500000000,4
60004762,0.2985580070,0E-10,50000000.0000000000,10000,15,2501,1000051,30002097,20000309,10000042,克洛格力 III - 共和舰队 后勤支援部,-352749772800.0000000000,-24241152000.0000000000,77216931840.0000000000,0.5000000000,0.0500000000,4
60004765,0.2985580070,0E-10,50000000.0000000000,10000,14,2498,1000051,30002097,20000309,10000042,克洛格力 II - 卫星 1 - 共和舰队 组装车间,157600849920.0000000000,10829783040.0000000000,8843304960.0000000000,0.5000000000,0.0500000000,4
60004768,0.2985580070,0E-10,50000000.0000000000,10000,14,2498,1000051,30002097,20000309,10000042,克洛格力 V - 卫星 2 - 共和舰队 组装车间,-710780559360.0000000000,-48842711040.0000000000,269702062080.0000000000,0.5000000000,0.0500000000,4
60004771,0.1542556741,0E-10,50000000.0000000000,10000,14,2498,1000051,30002100,20000309,10000042,塔夫 V - 卫星 13 - 共和舰队 组装车间,-494326210560.0000000000,-9966182400.0000000000,-435496181760.0000000000,0.5000000000,0.0500000000,4
60004774,0.2985580070,0E-10,50000000.0000000000,10000,14,2498,1000051,30002097,20000309,10000042,克洛格力 VI - 卫星 1 - 共和舰队 组装车间,-1098363494400.0000000000,-75478917120.0000000000,628940267520.0000000000,0.5000000000,0.0500000000,4
60004777,0.1542556741,0E-10,50000000.0000000000,10000,14,2498,1000051,30002100,20000309,10000042,塔夫 V - 卫星 16 - 共和舰队 组装车间,-491395276800.0000000000,-9905725440.0000000000,-433907834880.0000000000,0.5000000000,0.0500000000,4
60004780,0.3020733088,0E-10,50000000.0000000000,10000,13,2500,1000051,30002405,20000353,10000028,萨库尔达 IX - 卫星 2 - 共和舰队 测试设施,743380131840.0000000000,-124922142720.0000000000,1805569843200.0000000000,0.5000000000,0.0500000000,4
60004783,0.3031564963,0E-10,50000000.0000000000,10000,13,2500,1000051,30002406,20000353,10000028,赫达列法 IX - 卫星 23 - 共和舰队 测试设施,2724931706880.0000000000,189321830400.0000000000,-2107595612160.0000000000,0.5000000000,0.0500000000,4
60004786,0.2410782259,0E-10,50000000.0000000000,10000,14,2498,1000051,30002404,20000353,10000028,哈夫 X - 卫星 10 - 共和舰队 组装车间,-2144247029760.0000000000,-186867916800.0000000000,-1449535856640.0000000000,0.5000000000,0.0500000000,4
60004789,0.3031564963,0E-10,50000000.0000000000,10000,13,2500,1000051,30002406,20000353,10000028,赫达列法 II - 卫星 1 - 共和舰队 测试设施,90399006720.0000000000,6280765440.0000000000,-24856289280.0000000000,0.5000000000,0.0500000000,4
60004792,0.2948804397,0E-10,50000000.0000000000,10000,14,2498,1000051,30002402,20000353,10000028,伊斯塔德 IX - 卫星 5 - 共和舰队 组装车间,-2604998860800.0000000000,-43448033280.0000000000,-2629219491840.0000000000,0.5000000000,0.0500000000,4
60004795,0.2948804397,0E-10,50000000.0000000000,10000,15,2501,1000051,30002402,20000353,10000028,伊斯塔德 VIII - 卫星 4 - 共和舰队 后勤支援部,-1099167375360.0000000000,-18332835840.0000000000,271792496640.0000000000,0.5000000000,0.0500000000,4
60004798,0.4004670935,0E-10,50000000.0000000000,10000,14,2498,1000051,30002387,20000350,10000028,伯瑟娜 V - 卫星 1 - 共和舰队 组装车间,-98357698560.0000000000,-2256199680.0000000000,282714808320.0000000000,0.5000000000,0.0500000000,4
60004801,0.5597711471,0E-10,50000000.0000000000,10000,14,2498,1000051,30002386,20000350,10000028,杰斐文 IX - 卫星 17 - 共和舰队 组装车间,764646236160.0000000000,-90996940800.0000000000,226544148480.0000000000,0.5000000000,0.0500000000,4
60004804,0.5597711471,0E-10,50000000.0000000000,10000,14,2498,1000051,30002386,20000350,10000028,杰斐文 III - 卫星 1 - 共和舰队 组装车间,75583365120.0000000000,-8995184640.0000000000,31181414400.0000000000,0.5000000000,0.0500000000,4
60004807,0.4978604966,0E-10,50000000.0000000000,10000,15,2501,1000051,30002384,20000350,10000028,古夫诺蒂 X - 卫星 13 - 共和舰队 后勤支援部,-711332290560.0000000000,47242567680.0000000000,-1830189096960.0000000000,0.5000000000,0.0500000000,4
60004810,0.4978604966,0E-10,50000000.0000000000,10000,13,2500,1000051,30002384,20000350,10000028,古夫诺蒂 X - 卫星 15 - 共和舰队 测试设施,-715712471040.0000000000,47534284800.0000000000,-1830725345280.0000000000,0.5000000000,0.0500000000,4
60004813,0.5863137228,0E-10,50000000.0000000000,10000,14,2498,1000051,30002385,20000350,10000028,提鲁苏德 III - 卫星 1 - 共和舰队 组装车间,920054538240.0000000000,67659325440.0000000000,-598406553600.0000000000,0.5000000000,0.0500000000,4
60004816,0.4387612481,0E-10,50000000.0000000000,10000,15,2501,1000051,30002537,20000372,10000030,埃玛马克 II - 卫星 1 - 共和舰队 后勤支援部,55026954240.0000000000,7310315520.0000000000,-163687280640.0000000000,0.5000000000,0.0500000000,4
60004819,0.4387612481,0E-10,50000000.0000000000,10000,14,2498,1000051,30002537,20000372,10000030,埃玛马克 IV - 共和舰队 组装车间,-354913935360.0000000000,-47145984000.0000000000,-52091412480.0000000000,0.5000000000,0.0500000000,4
60004822,0.4387612481,0E-10,50000000.0000000000,10000,15,2501,1000051,30002537,20000372,10000030,埃玛马克 VI - 卫星 5 - 共和舰队 后勤支援部,-442182574080.0000000000,-58742906880.0000000000,1018795008000.0000000000,0.5000000000,0.0500000000,4
60004825,0.3854838206,0E-10,50000000.0000000000,10000,14,2498,1000051,30002542,20000372,10000030,奥加 VIII - 卫星 2 - 共和舰队 组装车间,-1604382842880.0000000000,100726333440.0000000000,1705552650240.0000000000,0.5000000000,0.0500000000,4
60004828,0.4113595890,0E-10,50000000.0000000000,10000,14,2498,1000051,30002541,20000372,10000030,达尔 III - 卫星 1 - 共和舰队 组装车间,64640409600.0000000000,10566819840.0000000000,-101445918720.0000000000,0.5000000000,0.0500000000,4
60004831,0.4387612481,0E-10,50000000.0000000000,10000,15,2501,1000051,30002537,20000372,10000030,埃玛马克 VI - 卫星 10 - 共和舰队 后勤支援部,-442971955200.0000000000,-58847109120.0000000000,1018059939840.0000000000,0.5000000000,0.0500000000,4
60004834,0.0927691123,0E-10,50000000.0000000000,10000,14,2498,1000051,30002080,20000306,10000042,埃法斯达德 III - 卫星 10 - 共和舰队 组装车间,-2444578529280.0000000000,154639196160.0000000000,451144704000.0000000000,0.5000000000,0.0500000000,4
60004837,-1.0000000000,0E-10,50000000.0000000000,10000,112,2498,1000293,30002079,20000787,10000070,克里拉德 VII - 卫星 14 - 雷电裔演化枝 突变质体农场,-894189035520.0000000000,124242616320.0000000000,-2260899962880.0000000000,0.5000000000,0.0500000000,4
60004840,0.2921492434,0E-10,50000000.0000000000,10000,14,2498,1000051,30002076,20000306,10000042,杜德瑞达 V - 卫星 3 - 共和舰队 组装车间,843182284800.0000000000,-68600094720.0000000000,176867450880.0000000000,0.5000000000,0.0500000000,4
60004843,0.1273099417,0E-10,50000000.0000000000,10000,14,2498,1000051,30002078,20000306,10000042,阿尔瓦 X - 卫星 3 - 共和舰队 组装车间,-50106654720.0000000000,-4836433920.0000000000,4428320808960.0000000000,0.5000000000,0.0500000000,4
60004846,0.2921492434,0E-10,50000000.0000000000,10000,14,2498,1000051,30002076,20000306,10000042,杜德瑞达 VI - 卫星 12 - 共和舰队 组装车间,-2461546536960.0000000000,200268718080.0000000000,1414358999040.0000000000,0.5000000000,0.0500000000,4
60004849,0.2117851606,0E-10,50000000.0000000000,10000,15,2501,1000051,30002077,20000306,10000042,哈吉萨基 VIII - 卫星 23 - 共和舰队 后勤支援部,-950768640000.0000000000,-188839895040.0000000000,-173405675520.0000000000,0.5000000000,0.0500000000,4
60004852,0.2473920841,0E-10,50000000.0000000000,10000,15,2501,1000051,30002060,20000304,10000042,伊瓦提 VI - 卫星 3 - 共和舰队 后勤支援部,-238787665920.0000000000,-40742215680.0000000000,-121855303680.0000000000,0.5000000000,0.0500000000,4
60004855,0.1518975925,0E-10,50000000.0000000000,10000,14,2498,1000051,30002063,20000304,10000042,赫加特德 VII - 卫星 10 - 共和舰队 组装车间,-49316782080.0000000000,5802024960.0000000000,-534704578560.0000000000,0.5000000000,0.0500000000,4
60004858,0.2473920841,0E-10,50000000.0000000000,10000,14,2498,1000051,30002060,20000304,10000042,伊瓦提 IX - 卫星 12 - 共和舰队 组装车间,-1462249021440.0000000000,-249494937600.0000000000,1354038190080.0000000000,0.5000000000,0.0500000000,4
60004861,0.2378483848,0E-10,50000000.0000000000,10000,14,2498,1000051,30002065,20000304,10000042,拉斯勒努尔 V - 卫星 11 - 共和舰队 组装车间,90304880640.0000000000,6845521920.0000000000,-1390823055360.0000000000,0.5000000000,0.0500000000,4
60004864,0.2739641189,0E-10,50000000.0000000000,10000,15,2501,1000051,30002061,20000304,10000042,欧法斯托德 V - 卫星 13 - 共和舰队 后勤支援部,240341360640.0000000000,44765061120.0000000000,607849635840.0000000000,0.5000000000,0.0500000000,4
60004867,0.2378483848,0E-10,50000000.0000000000,10000,14,2498,1000051,30002065,20000304,10000042,拉斯勒努尔 II - 卫星 3 - 共和舰队 组装车间,-40503091200.0000000000,-3069419520.0000000000,172492922880.0000000000,0.5000000000,0.0500000000,4
60004870,0.0345551972,0E-10,50000000.0000000000,10000,13,2500,1000051,30002420,20000355,10000028,伊格贝格尔 XI - 卫星 3 - 共和舰队 测试设施,-352724213760.0000000000,-70727884800.0000000000,1370689904640.0000000000,0.5000000000,0.0500000000,4
60004873,0.3225618189,0E-10,50000000.0000000000,10000,14,2498,1000051,30002418,20000355,10000028,赫古芬登 IV - 卫星 1 - 共和舰队 组装车间,-136105205760.0000000000,-25849405440.0000000000,-320528179200.0000000000,0.5000000000,0.0500000000,4
60004876,0.3020362117,0E-10,50000000.0000000000,10000,15,2501,1000051,30002415,20000355,10000028,威尔德 III - 卫星 6 - 共和舰队 后勤支援部,-84035543040.0000000000,1140695040.0000000000,-299006484480.0000000000,0.5000000000,0.0500000000,4
60004879,0.3021467524,0E-10,50000000.0000000000,10000,14,2498,1000051,30002414,20000355,10000028,克林格特 III - 共和舰队 组装车间,-84666163200.0000000000,15945523200.0000000000,-50029731840.0000000000,0.5000000000,0.0500000000,4
60004882,0.2144909688,0E-10,50000000.0000000000,10000,14,2498,1000051,30002419,20000355,10000028,耶蒂泰德 V - 共和舰队 组装车间,875955855360.0000000000,-141494722560.0000000000,-502408519680.0000000000,0.5000000000,0.0500000000,4
60004885,0.3021467524,0E-10,50000000.0000000000,10000,15,2501,1000051,30002414,20000355,10000028,克林格特 IX - 卫星 4 - 共和舰队 后勤支援部,641891819520.0000000000,-120888238080.0000000000,1054855127040.0000000000,0.5000000000,0.0500000000,4
60004888,0.3660109245,0E-10,50000000.0000000000,10000,15,2501,1000051,30002058,20000303,10000042,阿尔达 V - 卫星 2 - 共和舰队 后勤支援部,863651143680.0000000000,124904939520.0000000000,500101079040.0000000000,0.5000000000,0.0500000000,4
60004891,0.4378762733,0E-10,50000000.0000000000,10000,14,2498,1000051,30002056,20000303,10000042,勒斯布洛克 I - 卫星 7 - 共和舰队 组装车间,251245486080.0000000000,46141562880.0000000000,650400768000.0000000000,0.5000000000,0.0500000000,4
60004894,0.4075419535,0E-10,50000000.0000000000,10000,15,2501,1000051,30002059,20000303,10000042,奥尼尔 V - 共和舰队 后勤支援部,110099374080.0000000000,-19473162240.0000000000,133876654080.0000000000,0.5000000000,0.0500000000,4
60004897,0.3960712206,0E-10,50000000.0000000000,10000,14,2498,1000051,30002057,20000303,10000042,哈多泽克 VIII - 卫星 5 - 共和舰队 组装车间,1000435998720.0000000000,-42369884160.0000000000,-546848808960.0000000000,0.5000000000,0.0500000000,4
60004900,0.3960712206,0E-10,50000000.0000000000,10000,14,2498,1000051,30002057,20000303,10000042,哈多泽克 IV - 卫星 1 - 共和舰队 组装车间,-114200862720.0000000000,4836433920.0000000000,-40651530240.0000000000,0.5000000000,0.0500000000,4
60004903,0.4744107013,0E-10,50000000.0000000000,10000,14,2498,1000051,30002055,20000303,10000042,阿莫 VIII - 卫星 2 - 共和舰队 组装车间,6686162903040.0000000000,774567321600.0000000000,-1416018124800.0000000000,0.5000000000,0.0500000000,4
60004906,0.3078231529,0E-10,50000000.0000000000,10000,13,2500,1000051,30002392,20000351,10000028,希尔伯 VI - 共和舰队 测试设施,-346288250880.0000000000,-7960535040.0000000000,-474537615360.0000000000,0.5000000000,0.0500000000,4
60004909,0.3078231529,0E-10,50000000.0000000000,10000,13,2500,1000051,30002392,20000351,10000028,希尔伯 VII - 卫星 5 - 共和舰队 测试设施,313247539200.0000000000,7206789120.0000000000,988188549120.0000000000,0.5000000000,0.0500000000,4
60004912,0.3307623618,0E-10,50000000.0000000000,10000,14,2498,1000051,30002390,20000351,10000028,海蒂 VII - 卫星 12 - 共和舰队 组装车间,-838886400000.0000000000,-36982087680.0000000000,1716973363200.0000000000,0.5000000000,0.0500000000,4
60004915,0.3307623618,0E-10,50000000.0000000000,10000,15,2501,1000051,30002390,20000351,10000028,海蒂 II - 共和舰队 后勤支援部,-36641464320.0000000000,-1613291520.0000000000,-85717770240.0000000000,0.5000000000,0.0500000000,4
